Subject,Sex,Gender,Age,type,"typeCode  (0=NS, 1=S, 2=SM)",amount spent,reaction time (seconds),,`
12,Male ,Male,21,S,1,0.04,8.892,,
12,Male ,Male ,21,NS,0,0.00,5.89,,
12,Male ,Male ,21,NS,0,0.02,3.41,,
12,Male ,Male ,21,NS,0,0.00,3.538,,
12,Male ,Male ,21,NS,0,0.03,4.897,,
12,Male ,Male ,21,SM,2,0.01,6.702,,
12,Male ,Male ,21,NS,0,0.02,5.349,,
12,Male ,Male ,21,S,1,0.02,5.292,,
12,Male ,Male ,21,SM,2,0.00,2.736,,
12,Male ,Male ,21,NS,0,0.01,5.206,,
12,Male ,Male ,21,S,1,0.02,2.387,,
12,Male ,Male ,21,NS,0,0.00,4.696,,
12,Male ,Male ,21,S,1,0.01,5.027,,
12,Male ,Male ,21,SM,2,0.00,6.3,,
12,Male ,Male ,21,SM,2,0.00,5.065,,
12,Male ,Male ,21,SM,2,0.00,2.678,,
12,Male ,Male ,21,NS,0,0.00,3.969,,
12,Male ,Male ,21,NS,0,0.03,2.435,,
12,Male ,Male ,21,NS,0,0.02,2.409,,
12,Male ,Male ,21,SM,2,0.00,4.497,,
12,Male ,Male ,21,S,1,0.00,4.667,,
12,Male ,Male ,21,NS,0,0.01,3.221,,
12,Male ,Male ,21,NS,0,0.01,3.117,,
12,Male ,Male ,21,S,1,0.02,4.237,,
12,Male ,Male ,21,SM,2,0.00,3.31,,
12,Male ,Male ,21,SM,2,0.00,2.325,,
12,Male ,Male ,21,SM,2,0.00,1.907,,
12,Male ,Male ,21,NS,0,0.01,2.922,,
12,Male ,Male ,21,NS,0,0.00,2.248,,
12,Male ,Male ,21,SM,2,0.00,3.002,,
12,Male ,Male ,21,NS,0,0.00,2.815,,
12,Male ,Male ,21,S,1,0.01,14.88,,
12,Male ,Male ,21,NS,0,0.00,2.677,,
12,Male ,Male ,21,NS,0,0.00,3.239,,
12,Male ,Male ,21,NS,0,0.00,5.442,,
12,Male ,Male ,21,SM,2,0.00,2.712,,
12,Male ,Male ,21,NS,0,0.01,4.195,,
12,Male ,Male ,21,NS,0,0.02,4.126,,
12,Male ,Male ,21,SM,2,0.00,1.852,,
12,Male ,Male ,21,S,1,0.00,3.023,,
12,Male ,Male ,21,SM,2,0.00,2.139,,
12,Male ,Male ,21,SM,2,0.01,4.141,,
12,Male ,Male ,21,S,1,0.00,2.758,,
12,Male ,Male ,21,S,1,0.00,12.291,,
12,Male ,Male ,21,S,1,0.00,2.938,,
12,Male ,Male ,21,NS,0,0.01,2.675,,
12,Male ,Male ,21,NS,0,0.01,3.435,,
12,Male ,Male ,21,S,1,0.05,4.279,,
12,Male ,Male ,21,NS,0,0.01,4.011,,
12,Male ,Male ,21,SM,2,0.05,4.684,,
12,Male ,Male ,21,S,1,0.00,8.939,,
12,Male ,Male ,21,NS,0,0.00,3.947,,
12,Male ,Male ,21,NS,0,0.02,1.559,,
12,Male ,Male ,21,NS,0,0.00,3.345,,
12,Male ,Male ,21,SM,2,0.00,2.877,,
12,Male ,Male ,21,NS,0,0.00,1.913,,
12,Male ,Male ,21,S,1,0.02,3.14,,
12,Male ,Male ,21,S,1,0.00,2.224,,
12,Male ,Male ,21,SM,2,0.01,46.869,,
12,Male ,Male ,21,NS,0,0.02,2.626,,
12,Male ,Male ,21,NS,0,0.01,5.338,,
12,Male ,Male ,21,NS,0,0.01,2.899,,
12,Male ,Male ,21,NS,0,0.01,3.57,,
12,Male ,Male ,21,SM,2,0.00,2.826,,
12,Male ,Male ,21,NS,0,0.00,3.169,,
12,Male ,Male ,21,NS,0,0.01,1.941,,
12,Male ,Male ,21,S,1,0.01,2.925,,
12,Male ,Male ,21,S,1,0.01,4.015,,
12,Male ,Male ,21,NS,0,0.00,3.839,,
12,Male ,Male ,21,SM,2,0.00,1.621,,
12,Male ,Male ,21,NS,0,0.00,4.414,,
12,Male ,Male ,21,NS,0,0.01,2.172,,
12,Male ,Male ,21,SM,2,0.00,2.029,,
12,Male ,Male ,21,SM,2,0.01,2.871,,
12,Male ,Male ,21,NS,0,0.01,1.93,,
12,Male ,Male ,21,S,1,0.01,2.196,,
12,Male ,Male ,21,NS,0,0.01,2.169,,
12,Male ,Male ,21,S,1,0.02,11.141,,
12,Male ,Male ,21,NS,0,0.00,1.992,,
12,Male ,Male ,21,S,1,0.02,1.838,,
12,Male ,Male ,21,SM,2,0.00,3.616,,
12,Male ,Male ,21,NS,0,0.00,1.581,,
12,Male ,Male ,21,SM,2,0.00,2.032,,
12,Male ,Male ,21,S,1,0.01,2.074,,
12,Male ,Male ,21,SM,2,0.01,10.924,,
12,Male ,Male ,21,NS,0,0.00,9.713,,
12,Male ,Male ,21,S,1,0.01,4.045,,
12,Male ,Male ,21,S,1,0.04,3.01,,
12,Male ,Male ,21,NS,0,0.03,2.945,,
12,Male ,Male ,21,NS,0,0.00,2.021,,
12,Male ,Male ,21,NS,0,0.02,2.067,,
12,Male ,Male ,21,SM,2,0.00,2.597,,
12,Male ,Male ,21,NS,0,0.00,3.413,,
12,Male ,Male ,21,NS,0,0.00,28.869,,
12,Male ,Male ,21,S,1,0.03,4.033,,
12,Male ,Male ,21,NS,0,0.03,4.148,,
12,Male ,Male ,21,S,1,0.00,2.147,,
12,Male ,Male ,21,NS,0,0.00,3.319,,
12,Male ,Male ,21,S,1,0.01,2.274,,
12,Male ,Male ,21,NS,0,0.03,10.878,,
12,Male ,Male ,21,SM,2,0.03,3.205,,
12,Male ,Male ,21,S,1,0.00,2.254,,
12,Male ,Male ,21,NS,0,0.01,6.527,,
12,Male ,Male ,21,S,1,0.04,5.186,,
12,Male ,Male ,21,S,1,0.00,3.732,,
12,Male ,Male ,21,S,1,0.00,2.616,,
12,Male ,Male ,21,SM,2,0.00,1.563,,
12,Male ,Male ,21,NS,0,0.02,1.572,,
12,Male ,Male ,21,S,1,0.00,4.485,,
12,Male ,Male,21,S,1,0.00,1.84,,
11,Female,Female,20,NS,0,0.01,12.481,,
11,Female,Female,20,S,1,0.05,5.253,,
11,Female,Female,20,NS,0,0.02,3.837,,
11,Female,Female,20,NS,0,0.03,5.765,,
11,Female,Female,20,SM,2,0.00,2.927,,
11,Female,Female,20,S,1,0.05,3.417,,
11,Female,Female,20,NS,0,0.01,4.112,,
11,Female,Female,20,S,1,0.00,3.391,,
11,Female,Female,20,NS,0,0.01,4.663,,
11,Female,Female,20,NS,0,0.05,4.101,,
11,Female,Female,20,NS,0,0.05,2.378,,
11,Female,Female,20,SM,2,0.00,3.363,,
11,Female,Female,20,NS,0,0.00,2.415,,
11,Female,Female,20,NS,0,0.01,3.772,,
11,Female,Female,20,SM,2,0.00,5.134,,
11,Female,Female,20,S,1,0.05,2.841,,
11,Female,Female,20,NS,0,0.03,3.042,,
11,Female,Female,20,NS,0,0.04,3.042,,
11,Female,Female,20,S,1,0.05,3.007,,
11,Female,Female,20,S,1,0.05,2.401,,
11,Female,Female,20,NS,0,0.05,2.368,,
11,Female,Female,20,SM,2,0.01,5.012,,
11,Female,Female,20,NS,0,0.05,2.759,,
11,Female,Female,20,S,1,0.05,1.907,,
11,Female,Female,20,NS,0,0.05,1.973,,
11,Female,Female,20,NS,0,0.05,1.79,,
11,Female,Female,20,NS,0,0.00,4.135,,
11,Female,Female,20,SM,2,0.00,2.291,,
11,Female,Female,20,NS,0,0.00,3.084,,
11,Female,Female,20,NS,0,0.01,3.023,,
11,Female,Female,20,SM,2,0.00,3.64,,
11,Female,Female,20,NS,0,0.05,2.425,,
11,Female,Female,20,NS,0,0.02,3.094,,
11,Female,Female,20,S,1,0.01,2.676,,
11,Female,Female,20,S,1,0.05,2.747,,
11,Female,Female,20,NS,0,0.01,3.502,,
11,Female,Female,20,SM,2,0.01,2.589,,
11,Female,Female,20,NS,0,0.01,3.757,,
11,Female,Female,20,NS,0,0.05,2.532,,
11,Female,Female,20,NS,0,0.05,1.954,,
11,Female,Female,20,S,1,0.05,1.976,,
11,Female,Female,20,NS,0,0.05,2.004,,
11,Female,Female,20,NS,0,0.01,5.23,,
11,Female,Female,20,SM,2,0.01,3.182,,
11,Female,Female,20,NS,0,0.03,3.217,,
11,Female,Female,20,NS,0,0.03,2.121,,
11,Female,Female,20,S,1,0.05,2.397,,
11,Female,Female,20,SM,2,0.00,3.214,,
11,Female,Female,20,NS,0,0.05,2.695,,
11,Female,Female,20,SM,2,0.01,3.184,,
11,Female,Female,20,NS,0,0.05,5.906,,
11,Female,Female,20,S,1,0.05,2.179,,
11,Female,Female,20,S,1,0.05,2.318,,
11,Female,Female,20,NS,0,0.05,2.142,,
11,Female,Female,20,SM,2,0.00,2.262,,
11,Female,Female,20,SM,2,0.02,3.619,,
11,Female,Female,20,NS,0,0.03,4.1,,
11,Female,Female,20,NS,0,0.01,3.508,,
11,Female,Female,20,SM,2,0.00,1.987,,
11,Female,Female,20,NS,0,0.05,2.394,,
11,Female,Female,20,SM,2,0.00,2.679,,
11,Female,Female,20,S,1,0.05,2.325,,
11,Female,Female,20,S,1,0.05,1.882,,
11,Female,Female,20,SM,2,0.03,2.941,,
11,Female,Female,20,SM,2,0.02,2.473,,
11,Female,Female,20,S,1,0.05,2.629,,
11,Female,Female,20,SM,2,0.02,2.972,,
11,Female,Female,20,SM,2,0.02,2.174,,
11,Female,Female,20,S,1,0.05,4.441,,
11,Female,Female,20,S,1,0.05,1.815,,
11,Female,Female,20,NS,0,0.05,1.964,,
11,Female,Female,20,SM,2,0.00,3.477,,
11,Female,Female,20,S,1,0.02,5.244,,
11,Female,Female,20,NS,0,0.05,2.289,,
11,Female,Female,20,S,1,0.05,2.833,,
11,Female,Female,20,NS,0,0.03,5.786,,
11,Female,Female,20,NS,0,0.00,3.83,,
11,Female,Female,20,SM,2,0.00,2.279,,
11,Female,Female,20,NS,0,0.05,4.524,,
11,Female,Female,20,S,1,0.05,1.929,,
11,Female,Female,20,S,1,0.05,1.985,,
11,Female,Female,20,NS,0,0.02,2.767,,
11,Female,Female,20,NS,0,0.05,2.009,,
11,Female,Female,20,NS,0,0.05,2.332,,
11,Female,Female,20,NS,0,0.05,1.753,,
11,Female,Female,20,S,1,0.05,3.736,,
11,Female,Female,20,S,1,0.05,1.676,,
11,Female,Female,20,S,1,0.05,2.581,,
11,Female,Female,20,SM,2,0.03,2.523,,
11,Female,Female,20,NS,0,0.05,2.688,,
11,Female,Female,20,S,1,0.02,3.157,,
11,Female,Female,20,S,1,0.05,1.9,,
11,Female,Female,20,SM,2,0.02,1.956,,
11,Female,Female,20,NS,0,0.05,2.783,,
11,Female,Female,20,S,1,0.05,1.222,,
11,Female,Female,20,NS,0,0.05,1.15,,
11,Female,Female,20,SM,2,0.05,3.426,,
11,Female,Female,20,NS,0,0.03,1.947,,
11,Female,Female,20,S,1,0.05,2.189,,
11,Female,Female,20,SM,2,0.02,2.387,,
11,Female,Female,20,NS,0,0.03,1.99,,
11,Female,Female,20,NS,0,0.03,1.433,,
11,Female,Female,20,SM,2,0.03,2.148,,
11,Female,Female,20,S,1,0.05,1.732,,
11,Female,Female,20,NS,0,0.05,2.002,,
11,Female,Female,20,SM,2,0.00,9.25,,
11,Female,Female,20,SM,2,0.00,1.886,,
11,Female,Female,20,S,1,0.05,4.463,,
11,Female,Female,20,NS,0,0.05,1.176,,
11,Female,Female,20,S,1,0.05,2.226,,
10,Female,Female,21,NS,0,0.02,19.887,,
10,Female,Female,21,NS,0,0.02,5.626,,
10,Female,Female,21,SM,2,0.00,3.036,,
10,Female,Female,21,NS,0,0.05,2.917,,
10,Female,Female,21,NS,0,0.05,2.099,,
10,Female,Female,21,SM,2,0.04,2.704,,
10,Female,Female,21,NS,0,0.03,4.468,,
10,Female,Female,21,NS,0,0.00,2.437,,
10,Female,Female,21,NS,0,0.05,2.693,,
10,Female,Female,21,S,1,0.05,1.859,,
10,Female,Female,21,SM,2,0.02,4.051,,
10,Female,Female,21,S,1,0.04,2.779,,
10,Female,Female,21,S,1,0.05,2.032,,
10,Female,Female,21,NS ,0,0.05,1.479,,
10,Female,Female,21,NS,0,0.05,2.367,,
10,Female,Female,21,SM,2,0.04,4.756,,
10,Female,Female,21,NS,0,0.00,3.127,,
10,Female,Female,21,S,1,0.05,3.679,,
10,Female,Female,21,SM,2,0.05,1.853,,
10,Female,Female,21,S,1,0.02,5.778,,
10,Female,Female,21,NS,0,0.05,1.625,,
10,Female,Female,21,S,1,0.03,2.882,,
10,Female,Female,21,SM,2,0.00,1.593,,
10,Female,Female,21,NS,0,0.00,3.006,,
10,Female,Female,21,NS,0,0.03,3.001,,
10,Female,Female,21,SM,2,0.05,3.104,,
10,Female,Female,21,SM,2,0.01,2.965,,
10,Female,Female,21,S,1,0.05,2.643,,
10,Female,Female,21,NS,0,0.02,6.57,,
10,Female,Female,21,S,1,0.05,1.841,,
10,Female,Female,21,S,1,0.02,3.17,,
10,Female,Female,21,SM,2,0.00,2.433,,
10,Female,Female,21,S,1,0.03,3.019,,
10,Female,Female,21,S,1,0.03,1.702,,
10,Female,Female,21,NS,0,0.00,2.308,,
10,Female,Female,21,SM,2,0.00,2.934,,
10,Female,Female,21,SM,2,0.05,2.416,,
10,Female,Female,21,S,1,0.05,2.544,,
10,Female,Female,21,NS,0,0.05,2.007,,
10,Female,Female,21,NS,0,0.05,1.859,,
10,Female,Female,21,SM,2,0.03,2.685,,
10,Female,Female,21,SM,2,0.01,3.663,,
10,Female,Female,21,NS,0,0.00,1.895,,
10,Female,Female,21,S,1,0.05,1.886,,
10,Female,Female,21,NS,0,0.05,1.146,,
10,Female,Female,21,SM,2,0.00,5.794,,
10,Female,Female,21,S,1,0.04,3.36,,
10,Female,Female,21,NS,0,0.00,2.581,,
10,Female,Female,21,S,1,0.04,2.996,,
10,Female,Female,21,NS,0,0.05,1.624,,
10,Female,Female,21,S,1,0.05,1.596,,
10,Female,Female,21,SM,2,0.05,1.948,,
10,Female,Female,21,NS,0,0.05,2.332,,
10,Female,Female,21,S,1,0.02,2.878,,
10,Female,Female,21,NS,0,0.05,1.629,,
10,Female,Female,21,S,1,0.05,1.849,,
10,Female,Female,21,S,1,0.05,1.182,,
10,Female,Female,21,NS,0,0.05,1.08,,
10,Female,Female,21,SM,2,0.05,2.088,,
10,Female,Female,21,S,1,0.05,2.601,,
10,Female,Female,21,SM,2,0.02,4.639,,
10,Female,Female,21,S,1,0.05,1.868,,
10,Female,Female,21,NS,0,0.05,1.258,,
10,Female,Female,21,SM,2,0.02,2.125,,
10,Female,Female,21,NS,0,0.04,2.297,,
10,Female,Female,21,SM,2,0.05,1.547,,
10,Female,Female,21,S,1,0.05,2.06,,
10,Female,Female,21,SM,2,0.00,1.958,,
10,Female,Female,21,S,1,0.02,3.469,,
10,Female,Female,21,NS,0,0.04,2.744,,
10,Female,Female,21,NS,0,0.03,1.79,,
10,Female,Female,21,S,1,0.03,2.612,,
10,Female,Female,21,SM,2,0.01,3.281,,
10,Female,Female,21,SM,2,0.00,3.864,,
10,Female,Female,21,NS,0,0.05,1.729,,
10,Female,Female,21,NS,0,0.00,3.395,,
10,Female,Female,21,SM,2,0.03,3.022,,
10,Female,Female,21,NS,0,0.03,1.819,,
10,Female,Female,21,S,1,0.05,2.491,,
10,Female,Female,21,NS,0,0.05,1.179,,
10,Female,Female,21,NS,0,0.05,1.217,,
10,Female,Female,21,NS,0,0.05,1.228,,
10,Female,Female,21,NS,0,0.05,2.446,,
10,Female,Female,21,S,1,0.05,1.126,,
10,Female,Female,21,NS,0,0.05,1.564,,
10,Female,Female,21,NS,0,0.03,4.071,,
10,Female,Female,21,SM,2,0.01,2.541,,
10,Female,Female,21,NS,0,0.05,1.799,,
10,Female,Female,21,NS,0,0.05,1.95,,
10,Female,Female,21,NS,0,0.03,2.616,,
10,Female,Female,21,NS,0,0.05,3.941,,
10,Female,Female,21,NS,0,0.05,1.045,,
10,Female,Female,21,S,1,0.04,4.224,,
10,Female,Female,21,S,1,0.05,1.432,,
10,Female,Female,21,NS,0,0.01,2.511,,
10,Female,Female,21,S,1,0.05,1.972,,
10,Female,Female,21,S,1,0.05,1.133,,
10,Female,Female,21,SM,2,0.00,3.143,,
10,Female,Female,21,SM,2,0.03,3.466,,
10,Female,Female,21,NS,0,0.05,2.94,,
10,Female,Female,21,NS,0,0.00,2.469,,
10,Female,Female,21,SM,2,0.00,1.727,,
10,Female,Female,21,NS,0,0.03,2.471,,
10,Female,Female,21,NS,0,0.00,1.836,,
10,Female,Female,21,NS,0,0.00,1.824,,
10,Female,Female,21,NS,0,0.01,4.484,,
10,Female,Female,21,NS,0,0.00,3.402,,
10,Female,Female,21,S,1,0.05,1.669,,
10,Female,Female,21,NS,0,0.00,2.604,,
10,Female,Female,21,S,1,0.03,2.8,,
9,Female,Female,20,NS,0,0.00,13.966,,
9,Female,Female,20,NS,0,0.05,5.659,,
9,Female,Female,20,NS,0,0.03,6.431,,
9,Female,Female,20,SM,2,0.01,3.118,,
9,Female,Female,20,S,1,0.05,2.963,,
9,Female,Female,20,NS,0,0.02,4.045,,
9,Female,Female,20,NS,0,0.00,3.429,,
9,Female,Female,20,S,1,0.04,3.835,,
9,Female,Female,20,NS,0,0.01,3.283,,
9,Female,Female,20,NS,0,0.00,5.518,,
9,Female,Female,20,NS,0,0.03,6.002,,
9,Female,Female,20,NS,0,0.01,3.304,,
9,Female,Female,20,NS,0,0.00,2.343,,
9,Female,Female,20,NS,0,0.01,6.334,,
9,Female,Female,20,NS,0,0.00,4.309,,
9,Female,Female,20,NS,0,0.05,4.186,,
9,Female,Female,20,S,1,0.04,5.178,,
9,Female,Female,20,S,1,0.02,3.188,,
9,Female,Female,20,SM,2,0.03,3.605,,
9,Female,Female,20,S,1,0.03,3.851,,
9,Female,Female,20,S,1,0.04,4.034,,
9,Female,Female,20,NS,0,0.02,2.965,,
9,Female,Female,20,NS,0,0.02,3.257,,
9,Female,Female,20,NS,0,0.00,3.988,,
9,Female,Female,20,NS,0,0.00,2.683,,
9,Female,Female,20,NS,0,0.00,3.081,,
9,Female,Female,20,NS,0,0.02,3.171,,
9,Female,Female,20,S,1,0.04,3.246,,
9,Female,Female,20,NS,0,0.04,3.504,,
9,Female,Female,20,S,1,0.05,2.847,,
9,Female,Female,20,NS,0,0.03,3.368,,
9,Female,Female,20,SM,2,0.02,4.627,,
9,Female,Female,20,S,1,0.00,4.175,,
9,Female,Female,20,S,1,0.04,2.888,,
9,Female,Female,20,NS,0,0.03,3.113,,
9,Female,Female,20,NS,0,0.02,2.522,,
9,Female,Female,20,NS,0,0.00,2.516,,
9,Female,Female,20,S,1,0.02,2.508,,
9,Female,Female,20,SM,2,0.01,3.435,,
9,Female,Female,20,NS,0,0.05,6.007,,
9,Female,Female,20,NS,0,0.05,2.772,,
9,Female,Female,20,NS,0,0.05,2.451,,
9,Female,Female,20,S,1,0.04,2.709,,
9,Female,Female,20,NS,0,0.03,2.09,,
9,Female,Female,20,NS,0,0.01,2.671,,
9,Female,Female,20,NS,0,0.00,3.244,,
9,Female,Female,20,S,1,0.03,3.405,,
9,Female,Female,20,S,1,0.04,2.988,,
9,Female,Female,20,SM,2,0.00,4.492,,
9,Female,Female,20,NS,0,0.01,4.166,,
9,Female,Female,20,SM,2,0.02,3.494,,
9,Female,Female,20,SM,2,0.02,5.331,,
9,Female,Female,20,S,1,0.05,3.414,,
9,Female,Female,20,SM,2,0.01,5.926,,
9,Female,Female,20,NS,0,0.00,2.588,,
9,Female,Female,20,SM,2,0.00,4.2,,
9,Female,Female,20,SM,2,0.02,3.937,,
9,Female,Female,20,NS,0,0.04,3.922,,
9,Female,Female,20,S,1,0.05,3.299,,
9,Female,Female,20,S,1,0.03,2.511,,
9,Female,Female,20,S,1,0.00,2.715,,
9,Female,Female,20,NS,0,0.05,2.464,,
9,Female,Female,20,S,1,0.05,2.957,,
9,Female,Female,20,NS,0,0.01,3.039,,
9,Female,Female,20,NS,0,0.02,5.014,,
9,Female,Female,20,SM,2,0.04,3.003,,
9,Female,Female,20,S,1,0.05,2.606,,
9,Female,Female,20,S,1,0.05,4.939,,
9,Female,Female,20,S,1,0.05,2.438,,
9,Female,Female,20,NS,0,0.05,2.987,,
9,Female,Female,20,SM,2,0.03,4.168,,
9,Female,Female,20,S,1,0.04,2.906,,
9,Female,Female,20,S,1,0.04,2.826,,
9,Female,Female,20,NS,0,0.01,2.372,,
9,Female,Female,20,SM,2,0.02,3.154,,
9,Female,Female,20,SM,2,0.00,3.202,,
9,Female,Female,20,S,1,0.04,2.831,,
9,Female,Female,20,SM,2,0.02,2.309,,
9,Female,Female,20,S,1,0.05,2.356,,
9,Female,Female,20,S,1,0.02,3.026,,
9,Female,Female,20,NS,0,0.05,3.028,,
9,Female,Female,20,S,1,0.04,3.999,,
9,Female,Female,20,S,1,0.02,4.018,,
9,Female,Female,20,NS,0,0.02,4.386,,
9,Female,Female,20,NS,0,0.01,2.85,,
9,Female,Female,20,S,1,0.01,3.839,,
9,Female,Female,20,NS,0,0.00,2.507,,
9,Female,Female,20,NS,0,0.05,3.31,,
9,Female,Female,20,SM,2,0.03,3.601,,
9,Female,Female,20,NS,0,0.01,2.347,,
9,Female,Female,20,NS,0,0.01,3.248,,
9,Female,Female,20,SM,2,0.01,5.344,,
9,Female,Female,20,SM,2,0.00,3.172,,
9,Female,Female,20,NS,0,0.00,3.933,,
9,Female,Female,20,NS,0,0.01,2.454,,
9,Female,Female,20,NS,0,0.05,2.175,,
9,Female,Female,20,NS,0,0.04,2.763,,
9,Female,Female,20,SM,2,0.05,1.964,,
9,Female,Female,20,SM,2,0.03,3.27,,
9,Female,Female,20,S,1,0.02,2.443,,
9,Female,Female,20,SM,2,0.03,2.802,,
9,Female,Female,20,NS,0,0.02,3.715,,
9,Female,Female,20,SM,2,0.03,3.108,,
9,Female,Female,20,NS,0,0.03,4.611,,
9,Female,Female,20,SM,2,0.02,6.551,,
9,Female,Female,20,SM,2,0.02,4.953,,
9,Female,Female,20,SM,2,0.01,3.637,,
9,Female,Female,20,SM,2,0.02,3.494,,
9,Female,Female,20,SM,2,0.00,2.312,,
9,Female,Female,20,S,1,0.01,5.17,,
8,Female,Female,20,NS,0,0.03,11.165,,
8,Female,Female,20,NS,0,0.01,6.316,,
8,Female,Female,20,S,1,0.04,10.106,,
8,Female,Female,20,S,1,0.00,6.893,,
8,Female,Female,20,NS,0,0.04,7.964,,
8,Female,Female,20,S,1,0.01,3.401,,
8,Female,Female,20,SM,2,0.00,2.696,,
8,Female,Female,20,NS,0,0.02,3.807,,
8,Female,Female,20,SM,2,0.00,2.633,,
8,Female,Female,20,S,1,0.05,2.829,,
8,Female,Female,20,S,1,0.01,7.274,,
8,Female,Female,20,NS,0,0.02,4.024,,
8,Female,Female,20,SM,2,0.00,2.64,,
8,Female,Female,20,S,1,0.02,2.419,,
8,Female,Female,20,NS,0,0.01,2.529,,
8,Female,Female,20,NS,0,0.00,2.457,,
8,Female,Female,20,S,1,0.00,1.848,,
8,Female,Female,20,SM,2,0.01,4.305,,
8,Female,Female,20,S,1,0.03,5.788,,
8,Female,Female,20,S,1,0.05,3.204,,
8,Female,Female,20,SM,2,0.00,3.186,,
8,Female,Female,20,NS,0,0.01,5.571,,
8,Female,Female,20,S,1,0.00,3.924,,
8,Female,Female,20,S,1,0.01,3.589,,
8,Female,Female,20,S,1,0.02,3.332,,
8,Female,Female,20,SM,2,0.00,2.404,,
8,Female,Female,20,NS,0,0.01,2.794,,
8,Female,Female,20,NS,0,0.00,3.386,,
8,Female,Female,20,S,1,0.02,2.363,,
8,Female,Female,20,S,1,0.02,2.017,,
